order,prime,delta_coeffs,rho,euc_success,dh_success,rescue,best_euc_norm,best_dh_norm,alpha_coeffs,beta_coeffs,alpha_norm_sq
H713,5,"(2, 0, 0, -2)","(1/5,-1/35,-1/5,-1/35)",1,1,0,26/245,236/245,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 0, -1)","(3/10,-1/70,-1/10,-1/70)",1,1,0,163/1225,738/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 0, 0)","(2/5,0,0,0)",1,1,0,337/2450,2277/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 0, 0, 1)","(1/2,1/70,1/10,1/70)",1,1,0,333/2450,2243/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 0, 0, 2)","(3/5,1/35,1/5,1/35)",1,1,0,127/1225,1179/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 0, 1, -2)","(1/5,0,-1/5,0)",1,1,0,148/1225,1128/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 1, -1)","(3/10,1/70,-1/10,1/70)",1,1,0,163/1225,698/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 1, 0)","(2/5,1/35,0,1/35)",1,1,0,331/2450,2221/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 0, 1, 1)","(1/2,3/70,1/10,3/70)",1,1,0,331/2450,2311/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 0, 1, 2)","(3/5,2/35,1/5,2/35)",1,1,0,123/1225,1271/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 0, 2, -2)","(1/5,1/35,-1/5,1/35)",1,1,0,26/245,44/49,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 2, -1)","(3/10,3/70,-1/10,3/70)",1,1,0,3/25,682/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 0, 2, 0)","(2/5,2/35,0,2/35)",1,1,0,333/2450,2213/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 0, 2, 1)","(1/2,1/14,1/10,1/14)",1,1,0,337/2450,2427/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 0, 2, 2)","(3/5,3/35,1/5,3/35)",1,1,0,123/1225,1411/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, -2, -2)","(3/10,1/70,-1/5,-3/35)",1,1,0,337/2450,1041/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, -2, -1)","(2/5,1/35,-1/10,-1/14)",1,1,0,123/1225,2341/2450,"(-2, -2, -1, 2)","(-2, -1, -1, 2)",6
H713,5,"(2, 1, -2, 0)","(1/2,3/70,0,-2/35)",1,1,0,4/49,319/490,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, -2, 1)","(3/5,2/35,1/10,-3/70)",1,1,0,127/1225,1509/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, -2, 2)","(7/10,1/14,1/5,-1/35)",1,1,0,333/2450,1019/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 1, -1, -2)","(3/10,3/70,-1/5,-2/35)",1,1,0,351/2450,983/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, -1, -1)","(2/5,2/35,-1/10,-3/70)",1,1,0,127/1225,2329/2450,"(-2, -2, -1, 2)","(-2, -1, -1, 2)",6
H713,5,"(2, 1, -1, 0)","(1/2,1/14,0,-1/35)",1,1,0,106/1225,1527/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, -1, 1)","(3/5,3/35,1/10,-1/70)",1,1,0,27/245,313/490,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, -1, 2)","(7/10,1/10,1/5,0)",1,1,0,333/2450,1009/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 1, 0, -2)","(3/10,1/14,-1/5,-1/35)",1,1,0,7/50,949/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, 0, -1)","(2/5,3/35,-1/10,-1/70)",1,1,0,27/245,487/490,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, 0, 0)","(1/2,1/10,0,0)",1,1,0,106/1225,1507/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, 0, 1)","(3/5,4/35,1/10,1/70)",1,1,0,127/1225,1669/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, 0, 2)","(7/10,9/70,1/5,1/35)",1,1,0,331/2450,1023/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 1, 1, -2)","(3/10,1/10,-1/5,0)",1,1,0,333/2450,939/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, 1, -1)","(2/5,4/35,-1/10,1/70)",1,1,0,127/1225,2439/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, 1, 0)","(1/2,9/70,0,1/35)",1,1,0,4/49,307/490,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, 1, 1)","(3/5,1/7,1/10,3/70)",1,1,0,123/1225,1821/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, 1, 2)","(7/10,11/70,1/5,2/35)",1,1,0,337/2450,1061/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 1, 2, -2)","(3/10,9/70,-1/5,1/35)",1,1,0,331/2450,953/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, 2, -1)","(2/5,1/7,-1/10,3/70)",1,1,0,123/1225,703/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 1, 2, 0)","(1/2,11/70,0,2/35)",1,1,0,2/25,1611/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 1, 2, 1)","(3/5,6/35,1/10,1/14)",1,1,0,123/1225,2021/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 1, 2, 2)","(7/10,13/70,1/5,3/35)",1,1,0,331/2450,1123/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, -2, -2)","(2/5,4/35,-1/5,-3/35)",1,1,0,1/10,204/245,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 2, -2, -1)","(1/2,9/70,-1/10,-1/14)",1,1,0,31/490,377/490,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, -2, 0)","(3/5,1/7,0,-2/35)",1,1,0,31/490,479/490,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,5,"(2, 2, -2, 1)","(7/10,11/70,1/10,-3/70)",1,1,0,1/10,36/49,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, -2, 2)","(4/5,6/35,1/5,-1/35)",1,1,0,27/245,193/245,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,5,"(2, 2, -1, -2)","(2/5,1/7,-1/5,-2/35)",1,1,0,253/2450,1004/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 2, -1, -1)","(1/2,11/70,-1/10,-3/70)",1,1,0,3/50,1877/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, -1, 0)","(3/5,6/35,0,-1/35)",1,1,0,141/2450,1261/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, -1, 1)","(7/10,13/70,1/10,-1/70)",1,1,0,47/490,184/245,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, -1, 2)","(4/5,1/5,1/5,0)",1,1,0,127/1225,1047/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,5,"(2, 2, 0, -2)","(2/5,6/35,-1/5,-1/35)",1,1,0,239/2450,1012/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 2, 0, -1)","(1/2,13/70,-1/10,-1/70)",1,1,0,137/2450,1917/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 0, 0)","(3/5,1/5,0,0)",1,1,0,27/490,53/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 0, 1)","(7/10,3/14,1/10,1/70)",1,1,0,233/2450,964/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, 0, 2)","(4/5,8/35,1/5,1/35)",1,1,0,123/1225,1153/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,5,"(2, 2, 1, -2)","(2/5,1/5,-1/5,0)",1,1,0,233/2450,1044/1225,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 2, 1, -1)","(1/2,3/14,-1/10,1/70)",1,1,0,27/490,401/490,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 1, 0)","(3/5,8/35,0,1/35)",1,1,0,137/2450,1437/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 1, 1)","(7/10,17/70,1/10,3/70)",1,1,0,239/2450,1032/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, 1, 2)","(4/5,9/35,1/5,2/35)",1,1,0,123/1225,858/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, 2, -2)","(2/5,8/35,-1/5,1/35)",1,1,0,47/490,44/49,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,5,"(2, 2, 2, -1)","(1/2,17/70,-1/10,3/70)",1,1,0,141/2450,2141/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 2, 0)","(3/5,9/35,0,2/35)",1,1,0,3/50,1597/2450,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,5,"(2, 2, 2, 1)","(7/10,19/70,1/10,1/14)",1,1,0,253/2450,1124/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,5,"(2, 2, 2, 2)","(4/5,2/7,1/5,3/35)",1,1,0,127/1225,962/1225,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,7,"(-2, -2, -2, -2)","(-4/7,-10/49,-1/7,-3/49)",1,1,0,435/4802,4101/4802,"(-2, -2, -1, 2)","(0, 1, 0, 0)",6
H713,7,"(-2, -2, -2, -1)","(-1/2,-19/98,-1/14,-5/98)",1,1,0,333/4802,3839/4802,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,7,"(-2, -2, -2, 0)","(-3/7,-9/49,0,-2/49)",1,1,0,331/4802,2351/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, -2, 1)","(-5/14,-17/98,1/14,-3/98)",1,1,0,429/4802,1693/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, -2, 2)","(-2/7,-8/49,1/7,-1/49)",1,1,0,282/2401,4553/4802,"(-2, -2, -1, 2)","(-1, 1, 0, 0)",6
H713,7,"(-2, -2, -1, -2)","(-4/7,-9/49,-1/7,-2/49)",1,1,0,429/4802,3813/4802,"(-2, -2, -1, 2)","(0, 1, 0, 0)",6
H713,7,"(-2, -2, -1, -1)","(-1/2,-17/98,-1/14,-3/98)",1,1,0,331/4802,3463/4802,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,7,"(-2, -2, -1, 0)","(-3/7,-8/49,0,-1/49)",1,1,0,333/4802,2217/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, -1, 1)","(-5/14,-15/98,1/14,-1/98)",1,1,0,435/4802,1571/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, -1, 2)","(-2/7,-1/7,1/7,0)",1,1,0,6/49,93/98,"(-2, -2, -1, 2)","(-1, 1, 0, 0)",6
H713,7,"(-2, -2, 0, -2)","(-4/7,-8/49,-1/7,-1/49)",1,1,0,431/4802,4763/4802,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,7,"(-2, -2, 0, -1)","(-1/2,-15/98,-1/14,-1/98)",1,1,0,337/4802,4465/4802,"(-2, -2, -1, 2)","(0, 1, -2, 0)",6
H713,7,"(-2, -2, 0, 0)","(-3/7,-1/7,0,0)",1,1,0,1/14,43/49,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 0, 1)","(-5/14,-13/98,1/14,1/98)",1,1,0,449/4802,1473/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 0, 2)","(-2/7,-6/49,1/7,1/49)",1,1,0,310/2401,4791/4802,"(-2, -2, -1, 2)","(-1, 1, -1, 0)",6
H713,7,"(-2, -2, 1, -2)","(-4/7,-1/7,-1/7,0)",1,1,0,9/98,13/14,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,7,"(-2, -2, 1, -1)","(-1/2,-13/98,-1/14,1/98)",1,1,0,351/4802,2397/2401,"(-2, -2, -1, 2)","(-1, 2, -1, 1)",6
H713,7,"(-2, -2, 1, 0)","(-3/7,-6/49,0,1/49)",1,1,0,361/4802,2021/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 1, 1)","(-5/14,-11/98,1/14,3/98)",1,1,0,471/4802,1399/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 1, 2)","(-2/7,-5/49,1/7,2/49)",1,1,0,330/2401,4779/4802,"(-2, -2, -1, 2)","(-1, 1, -1, 0)",6
H713,7,"(-2, -2, 2, -2)","(-4/7,-6/49,-1/7,1/49)",1,1,0,459/4802,4203/4802,"(-2, -2, -1, 2)","(0, 1, -1, 0)",6
H713,7,"(-2, -2, 2, -1)","(-1/2,-11/98,-1/14,3/98)",1,1,0,373/4802,2309/2401,"(-2, -2, -1, 2)","(-1, 2, -1, 1)",6
H713,7,"(-2, -2, 2, 0)","(-3/7,-5/49,0,2/49)",1,1,0,373/4802,1959/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 2, 1)","(-5/14,-9/98,1/14,5/98)",1,1,0,459/4802,1349/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -2, 2, 2)","(-2/7,-4/49,1/7,3/49)",1,1,0,645/4802,1837/2401,"(-2, -2, -1, 2)","(-1, 2, -2, -1)",6
H713,7,"(-2, -1, -2, -2)","(-1/2,-13/98,-1/7,-3/49)",1,1,0,270/2401,2362/2401,"(-2, -2, -1, 2)","(0, 0, 2, 1)",6
H713,7,"(-2, -1, -2, -1)","(-3/7,-6/49,-1/14,-5/98)",1,1,0,247/2401,2385/2401,"(-2, -2, -1, 2)","(-1, 2, 0, 0)",6
H713,7,"(-2, -1, -2, 0)","(-5/14,-11/98,0,-2/49)",1,1,0,274/2401,1875/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, -2, 1)","(-2/7,-5/49,1/14,-3/98)",1,1,0,485/4802,1385/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, -2, 2)","(-3/14,-9/98,1/7,-1/49)",1,1,0,403/4802,4105/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, -1, -1, -2)","(-1/2,-11/98,-1/7,-2/49)",1,1,0,274/2401,2302/2401,"(-2, -2, -1, 2)","(0, 0, 2, 1)",6
H713,7,"(-2, -1, -1, -1)","(-3/7,-5/49,-1/14,-3/98)",1,1,0,253/2401,2379/2401,"(-2, -2, -1, 2)","(-1, 2, -1, 0)",6
H713,7,"(-2, -1, -1, 0)","(-5/14,-9/98,0,-1/49)",1,1,0,282/2401,1783/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, -1, 1)","(-2/7,-4/49,1/14,-1/98)",1,1,0,519/4802,1305/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, -1, 2)","(-3/14,-1/14,1/7,0)",1,1,0,9/98,81/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, -1, 0, -2)","(-1/2,-9/98,-1/7,-1/49)",1,1,0,282/2401,2266/2401,"(-2, -2, -1, 2)","(0, 0, 2, 1)",6
H713,7,"(-2, -1, 0, -1)","(-3/7,-4/49,-1/14,-1/98)",1,1,0,263/2401,2271/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, -1, 0, 0)","(-5/14,-1/14,0,0)",1,1,0,6/49,5/7,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 0, 1)","(-2/7,-3/49,1/14,1/98)",1,1,0,561/4802,1249/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 0, 2)","(-3/14,-5/98,1/7,1/49)",1,1,0,487/4802,3881/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, -1, 1, -2)","(-1/2,-1/14,-1/7,0)",1,1,0,6/49,46/49,"(-2, -2, -1, 2)","(0, 0, 2, 1)",6
H713,7,"(-2, -1, 1, -1)","(-3/7,-3/49,-1/14,1/98)",1,1,0,263/2401,2145/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, -1, 1, 0)","(-5/14,-5/98,0,1/49)",1,1,0,282/2401,1671/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 1, 1)","(-2/7,-2/49,1/14,3/98)",1,1,0,611/4802,1217/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 1, 2)","(-3/14,-3/98,1/7,2/49)",1,1,0,513/4802,3841/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, -1, 2, -2)","(-1/2,-5/98,-1/7,1/49)",1,1,0,282/2401,2385/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, -1, 2, -1)","(-3/7,-2/49,-1/14,3/98)",1,1,0,253/2401,2393/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 2, 0)","(-5/14,-3/98,0,2/49)",1,1,0,274/2401,1651/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 2, 1)","(-2/7,-1/49,1/14,5/98)",1,1,0,585/4802,1209/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, -1, 2, 2)","(-3/14,-1/98,1/7,3/49)",1,1,0,463/4802,3849/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, -2, -2)","(-3/7,-3/49,-1/7,-3/49)",1,1,0,319/2401,2229/2401,"(-2, -2, -1, 2)","(0, 0, 0, 1)",6
H713,7,"(-2, 0, -2, -1)","(-5/14,-5/98,-1/14,-5/98)",1,1,0,359/2401,2315/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, -2, 0)","(-2/7,-2/49,0,-2/49)",1,1,0,246/2401,1693/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, -2, 1)","(-3/14,-3/98,1/14,-3/98)",1,1,0,183/2401,4457/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, -2, 2)","(-1/7,-1/49,1/7,-1/49)",1,1,0,170/2401,3041/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, -1, -2)","(-3/7,-2/49,-1/7,-2/49)",1,1,0,323/2401,2099/2401,"(-2, -2, -1, 2)","(0, 0, 0, 1)",6
H713,7,"(-2, 0, -1, -1)","(-5/14,-3/98,-1/14,-3/98)",1,1,0,723/4802,2253/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, -1, 0)","(-2/7,-1/49,0,-1/49)",1,1,0,268/2401,4735/4802,"(-2, -2, -1, 2)","(-1, 1, -1, 1)",6
H713,7,"(-2, 0, -1, 1)","(-3/14,-1/98,1/14,-1/98)",1,1,0,207/2401,4381/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, -1, 2)","(-1/7,0,1/7,0)",1,1,0,4/49,61/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 0, -2)","(-3/7,-1/49,-1/7,-1/49)",1,1,0,331/2401,2301/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 0, 0, -1)","(-5/14,-1/98,-1/14,-1/98)",1,1,0,729/4802,2215/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, 0, 0)","(-2/7,0,0,0)",1,1,0,6/49,97/98,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 0, 0, 1)","(-3/14,1/98,1/14,1/98)",1,1,0,207/2401,4353/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 0, 2)","(-1/7,1/49,1/7,1/49)",1,1,0,170/2401,2985/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 1, -2)","(-3/7,0,-1/7,0)",1,1,0,1/7,45/49,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 0, 1, -1)","(-5/14,1/98,-1/14,1/98)",1,1,0,729/4802,2201/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, 1, 0)","(-2/7,1/49,0,1/49)",1,1,0,268/2401,4609/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 0, 1, 1)","(-3/14,3/98,1/14,3/98)",1,1,0,183/2401,4373/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 1, 2)","(-1/7,2/49,1/7,2/49)",1,1,0,148/2401,3029/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 2, -2)","(-3/7,1/49,-1/7,1/49)",1,1,0,331/2401,2133/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 0, 2, -1)","(-5/14,3/98,-1/14,3/98)",1,1,0,723/4802,2211/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 0, 2, 0)","(-2/7,2/49,0,2/49)",1,1,0,246/2401,4513/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 0, 2, 1)","(-3/14,5/98,1/14,5/98)",1,1,0,163/2401,4441/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 0, 2, 2)","(-1/7,3/49,1/7,3/49)",1,1,0,130/2401,3121/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, -2, -2)","(-5/14,1/98,-1/7,-3/49)",1,1,0,319/2401,2390/2401,"(-2, -2, -1, 2)","(0, 0, -2, 1)",6
H713,7,"(-2, 1, -2, -1)","(-2/7,1/49,-1/14,-5/98)",1,1,0,585/4802,2259/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 1, -2, 0)","(-3/14,3/98,0,-2/49)",1,1,0,415/4802,4233/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, -2, 1)","(-1/7,2/49,1/14,-3/98)",1,1,0,317/4802,3645/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, -2, 2)","(-1/14,5/98,1/7,-1/49)",1,1,0,291/4802,2565/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, -1, -2)","(-5/14,3/98,-1/7,-2/49)",1,1,0,323/2401,2337/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 1, -1, -1)","(-2/7,2/49,-1/14,-3/98)",1,1,0,611/4802,2239/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 0)",6
H713,7,"(-2, 1, -1, 0)","(-3/14,5/98,0,-1/49)",1,1,0,389/4802,4077/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, -1, 1)","(-1/7,3/49,1/14,-1/98)",1,1,0,267/4802,3653/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, -1, 2)","(-1/14,1/14,1/7,0)",1,1,0,5/98,53/98,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, 0, -2)","(-5/14,5/98,-1/7,-1/49)",1,1,0,331/2401,2259/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 1, 0, -1)","(-2/7,3/49,-1/14,-1/98)",1,1,0,561/4802,4801/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, 0, 0)","(-3/14,1/14,0,0)",1,1,0,1/14,81/98,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, 0, 1)","(-1/7,4/49,1/14,1/98)",1,1,0,225/4802,3709/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, 0, 2)","(-1/14,9/98,1/7,1/49)",1,1,0,207/4802,2677/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, 1, -2)","(-5/14,1/14,-1/7,0)",1,1,0,1/7,45/49,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,7,"(-2, 1, 1, -1)","(-2/7,4/49,-1/14,1/98)",1,1,0,519/4802,4717/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, 1, 0)","(-3/14,9/98,0,1/49)",1,1,0,305/4802,3909/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,7,"(-2, 1, 1, 1)","(-1/7,5/49,1/14,3/98)",1,1,0,191/4802,3813/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, 1, 2)","(-1/14,11/98,1/7,2/49)",1,1,0,177/4802,2805/4802,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,7,"(-2, 1, 2, -2)","(-5/14,9/98,-1/7,1/49)",1,1,0,331/2401,2175/2401,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
