gap_type,count_index_from,count_index_to,p_from,p_to,anchor_delta,missing_indices,host,gap_d1,gap_d2,verify_ok
anchor_enumeration,934,935,10526561,10531061,4500,,,,,True
anchor_enumeration,935,936,10531061,10531091,30,,,,,True
anchor_enumeration,936,937,10531091,10544111,13020,,,,,True
anchor_enumeration,937,938,10544111,10547351,3240,,,,,True
anchor_enumeration,938,939,10547351,10606361,59010,,,,,True
anchor_enumeration,939,940,10606361,10615721,9360,,,,,True
anchor_enumeration,940,941,10615721,10627031,11310,,,,,True
anchor_enumeration,941,942,10627031,10629251,2220,,,,,True
anchor_enumeration,942,943,10629251,10641731,12480,,,,,True
anchor_enumeration,943,944,10641731,10676711,34980,,,,,True
anchor_enumeration,944,945,10676711,10728791,52080,,,,,True
anchor_enumeration,945,946,10728791,10739621,10830,,,,,True
anchor_enumeration,946,947,10739621,10758281,18660,,,,,True
anchor_enumeration,947,948,10758281,10759031,750,,,,,True
anchor_enumeration,948,949,10759031,10775951,16920,,,,,True
anchor_enumeration,949,950,10775951,10782041,6090,,,,,True
anchor_enumeration,950,951,10782041,10811231,29190,,,,,True
anchor_enumeration,951,952,10811231,10852601,41370,,,,,True
anchor_enumeration,952,953,10852601,10857851,5250,,,,,True
anchor_enumeration,953,954,10857851,10865291,7440,,,,,True
anchor_enumeration,954,955,10865291,10866131,840,,,,,True
anchor_enumeration,955,956,10866131,10872131,6000,,,,,True
anchor_enumeration,956,957,10872131,10879871,7740,,,,,True
anchor_enumeration,957,958,10879871,10936481,56610,,,,,True
anchor_enumeration,958,959,10936481,10939541,3060,,,,,True
anchor_enumeration,959,960,10939541,10994441,54900,,,,,True
anchor_enumeration,960,961,10994441,11011151,16710,,,,,True
anchor_enumeration,961,962,11011151,11021861,10710,,,,,True
anchor_enumeration,962,963,11021861,11047451,25590,,,,,True
anchor_enumeration,963,964,11047451,11048831,1380,,,,,True
anchor_enumeration,964,965,11048831,11079371,30540,,,,,True
anchor_enumeration,965,966,11079371,11086841,7470,,,,,True
anchor_enumeration,966,967,11086841,11138711,51870,,,,,True
anchor_enumeration,967,968,11138711,11147231,8520,,,,,True
anchor_enumeration,968,969,11147231,11148281,1050,,,,,True
anchor_enumeration,969,970,11148281,11155841,7560,,,,,True
anchor_enumeration,970,971,11155841,11186501,30660,,,,,True
anchor_enumeration,971,972,11186501,11192801,6300,,,,,True
anchor_enumeration,972,973,11192801,11201381,8580,,,,,True
anchor_enumeration,973,974,11201381,11223131,21750,,,,,True
anchor_enumeration,974,975,11223131,11238761,15630,,,,,True
anchor_enumeration,975,976,11238761,11241071,2310,,,,,True
anchor_enumeration,976,977,11241071,11310701,69630,,,,,True
anchor_enumeration,977,978,11310701,11328431,17730,,,,,True
anchor_enumeration,978,979,11328431,11343041,14610,,,,,True
anchor_enumeration,979,980,11343041,11344511,1470,,,,,True
anchor_enumeration,980,981,11344511,11374631,30120,,,,,True
anchor_enumeration,981,982,11374631,11387861,13230,,,,,True
anchor_enumeration,982,983,11387861,11440391,52530,,,,,True
anchor_enumeration,983,984,11440391,11471561,31170,,,,,True
anchor_enumeration,984,985,11471561,11477231,5670,,,,,True
anchor_enumeration,985,986,11477231,11489081,11850,,,,,True
anchor_enumeration,986,987,11489081,11495591,6510,,,,,True
anchor_enumeration,987,988,11495591,11502851,7260,,,,,True
anchor_enumeration,988,989,11502851,11503361,510,,,,,True
anchor_enumeration,989,990,11503361,11529431,26070,,,,,True
anchor_enumeration,990,991,11529431,11533721,4290,,,,,True
anchor_enumeration,991,992,11533721,11554001,20280,,,,,True
anchor_enumeration,992,993,11554001,11584451,30450,,,,,True
anchor_enumeration,993,994,11584451,11622131,37680,,,,,True
anchor_enumeration,994,995,11622131,11644901,22770,,,,,True
anchor_enumeration,995,996,11644901,11652161,7260,,,,,True
anchor_enumeration,996,997,11652161,11664551,12390,,,,,True
anchor_enumeration,997,998,11664551,11680181,15630,,,,,True
anchor_enumeration,998,999,11680181,11718821,38640,,,,,True
anchor_enumeration,999,1000,11718821,11721791,2970,,,,,True
