n,hit,time,location,orbit_min,profile_steps,geom2_distance,threshold,max_steps
584607,True,13,55555,1,64,0.062500,292303,10000
5671,True,5,673,1,64,0.515625,2835,10000
21,True,1,1,1,64,0.734375,10,10000
1871,True,7,125,1,64,0.203125,935,10000
13,True,1,5,1,64,0.718750,6,10000
1301,True,1,61,1,64,0.656250,650,10000
284959,True,8,114113,1,64,0.312500,142479,10000
126531,True,2,35587,1,64,0.132812,63265,10000
12733,True,1,4775,1,64,0.539062,6366,10000
1851,True,4,293,1,64,0.187500,925,10000
967167,True,27,209617,1,64,0.324219,483583,10000
771,True,2,217,1,64,0.625000,385,10000
2039,True,7,545,1,64,0.546875,1019,10000
11,True,3,5,1,64,0.703125,5,10000
341,True,1,1,1,64,0.749023,170,10000
970531,True,2,136481,1,64,0.476562,485265,10000
21,True,1,1,1,64,0.734375,10,10000
2175,True,17,131,1,64,0.406250,1087,10000
3779,True,2,1063,1,64,0.468750,1889,10000
621,True,1,233,1,64,0.375000,310,10000
2831,True,4,7,1,64,0.640381,1415,10000
605,True,1,227,1,64,0.717773,302,10000
763945,True,13,290389,1,64,0.402344,381972,10000
21,True,1,1,1,64,0.734375,10,10000
15915,True,4,1259,1,64,0.453125,7957,10000
66255,True,13,12593,1,64,0.343750,33127,10000
403427,True,2,14183,1,64,0.085938,201713,10000
115,True,3,49,1,64,0.640625,57,10000
25,True,3,11,1,64,0.671875,12,10000
1567,True,8,157,1,64,0.531250,783,10000
26111,True,16,8375,1,64,0.273438,13055,10000
455,True,7,61,1,64,0.625000,227,10000
3207,True,4,1015,1,64,0.578125,1603,10000
12635,True,6,2249,1,64,0.539062,6317,10000
683,True,5,325,1,64,0.640625,341,10000
3,True,2,1,1,64,0.718750,1,10000
187,True,8,19,1,64,0.562500,93,10000
186927,True,27,20257,1,64,0.234375,93463,10000
709,True,1,133,1,64,0.640625,354,10000
63,True,35,23,1,64,0.250000,31,10000
317,True,1,119,1,64,0.593750,158,10000
81,True,2,23,1,64,0.671875,40,10000
5163,True,4,817,1,64,0.593750,2581,10000
82439,True,5,39127,1,64,0.421875,41219,10000
902913,True,3,380917,1,64,0.281250,451456,10000
11,True,3,5,1,64,0.703125,5,10000
13,True,1,5,1,64,0.718750,6,10000
359,True,11,61,1,64,0.546875,179,10000
897073,True,2,126151,1,64,0.445312,448536,10000
2555,True,6,455,1,64,0.562500,1277,10000
24197,True,1,4537,1,64,0.500000,12098,10000
63,True,35,23,1,64,0.250000,31,10000
18221,True,1,6833,1,64,0.578125,9110,10000
19,True,5,5,1,64,0.671875,9,10000
301379,True,2,84763,1,64,0.078125,150689,10000
121107,True,9,18187,1,64,0.437500,60553,10000
674769,True,2,189779,1,64,0.195312,337384,10000
25453,True,1,9545,1,64,0.421875,12726,10000
541,True,1,203,1,64,0.609375,270,10000
939901,True,1,352463,1,64,0.320312,469950,10000
45075,True,5,10697,1,64,0.109375,22537,10000
9,True,6,1,1,64,0.687500,4,10000
2647,True,3,1117,1,64,0.531250,1323,10000
27223,True,3,11485,1,64,0.382812,13611,10000
143,True,32,61,1,64,0.281250,71,10000
1023,True,11,173,1,64,0.492188,511,10000
245,True,1,23,1,64,0.671875,122,10000
4811,True,3,1015,1,64,0.593750,2405,10000
1627,True,10,367,1,64,0.453125,813,10000
10901,True,1,511,1,64,0.507812,5450,10000
51,True,3,11,1,64,0.656250,25,10000
47,True,34,23,1,64,0.296875,23,10000
407,True,3,43,1,64,0.609375,203,10000
253045,True,1,23723,1,64,0.117188,126522,10000
348429,True,1,130661,1,64,0.257812,174214,10000
29,True,1,11,1,64,0.687500,14,10000
679745,True,3,17923,1,64,0.593750,339872,10000
8899,True,2,2503,1,64,0.530273,4449,10000
375,True,4,119,1,64,0.546875,187,10000
5,True,1,1,1,64,0.734375,2,10000
3757,True,1,1409,1,64,0.390625,1878,10000
6859,True,3,1447,1,64,0.515625,3429,10000
659,True,4,209,1,64,0.546875,329,10000
163883,True,4,25927,1,64,0.136719,81941,10000
69899,True,3,29489,1,64,0.589844,34949,10000
1579,True,4,125,1,64,0.250000,789,10000
61,True,1,23,1,64,0.671875,30,10000
15139,True,2,2129,1,64,0.171875,7569,10000
7,True,5,1,1,64,0.687500,3,10000
23391,True,5,5551,1,64,0.437500,11695,10000
50267,True,11,16985,1,64,0.179688,25133,10000
3,True,2,1,1,64,0.718750,1,10000
750837,True,1,70391,1,64,0.273438,375418,10000
11225,True,3,37,1,64,0.655273,5612,10000
1103,True,5,131,1,64,0.562500,551,10000
5,True,1,1,1,64,0.734375,2,10000
288075,True,3,30383,1,64,0.108398,144037,10000
3,True,2,1,1,64,0.718750,1,10000
347,True,6,31,1,64,0.218750,173,10000
111,True,20,23,1,64,0.437500,55,10000
649753,True,3,274115,1,64,0.375000,324876,10000
113,True,2,1,1,64,0.746094,56,10000
526531,True,2,148087,1,64,0.074219,263265,10000
12787,True,3,5395,1,64,0.109375,6393,10000
130297,True,5,61841,1,64,0.125000,65148,10000
721,True,2,203,1,64,0.609375,360,10000
317,True,1,119,1,64,0.593750,158,10000
2111,True,50,157,1,64,0.093750,1055,10000
862901,True,1,80897,1,64,0.062500,431450,10000
46287,True,10,10427,1,64,0.217773,23143,10000
1429,True,1,67,1,64,0.625000,714,10000
1627,True,10,367,1,64,0.453125,813,10000
188985,True,5,89695,1,64,0.437500,94492,10000
9763,True,2,1373,1,64,0.187500,4881,10000
377,True,16,61,1,64,0.484375,188,10000
55,True,37,23,1,64,0.250000,27,10000
15537,True,2,2185,1,64,0.289062,7768,10000
7,True,5,1,1,64,0.687500,3,10000
405,True,1,19,1,64,0.656250,202,10000
13,True,1,5,1,64,0.718750,6,10000
5273,True,3,2225,1,64,0.171875,2636,10000
511,True,11,173,1,64,0.523438,255,10000
31887,True,6,11351,1,64,0.125000,15943,10000
225451,True,5,53501,1,64,0.523438,112725,10000
10665,True,13,4055,1,64,0.109375,5332,10000
52233,True,5,24791,1,64,0.046875,26116,10000
7,True,5,1,1,64,0.687500,3,10000
163,True,2,23,1,64,0.656250,81,10000
9,True,6,1,1,64,0.687500,4,10000
85061,True,1,15949,1,64,0.531250,42530,10000
9,True,6,1,1,64,0.687500,4,10000
421,True,1,79,1,64,0.578125,210,10000
49361,True,2,13883,1,64,0.105469,24680,10000
14971,True,5,3553,1,64,0.507812,7485,10000
109,True,1,41,1,64,0.265625,54,10000
2007,True,3,847,1,64,0.592773,1003,10000
47507,True,4,1879,1,64,0.296875,23753,10000
105,True,6,19,1,64,0.593750,52,10000
54799,True,4,17339,1,64,0.156250,27399,10000
37147,True,47,13073,1,64,0.078125,18573,10000
11,True,3,5,1,64,0.703125,5,10000
3297,True,9,991,1,64,0.250000,1648,10000
9869,True,1,3701,1,64,0.187500,4934,10000
16419,True,2,2309,1,64,0.609375,8209,10000
321,True,3,17,1,64,0.703125,160,10000
65367,True,3,27577,1,64,0.140625,32683,10000
11,True,3,5,1,64,0.703125,5,10000
11379,True,3,4801,1,64,0.203125,5689,10000
13799,True,9,4145,1,64,0.558594,6899,10000
2557,True,1,959,1,64,0.171875,1278,10000
23,True,3,5,1,64,0.687500,11,10000
43,True,4,7,1,64,0.656250,21,10000
75,True,3,1,1,64,0.730469,37,10000
231931,True,6,41279,1,64,0.202881,115965,10000
4155,True,4,1315,1,64,0.515625,2077,10000
116807,True,23,40007,1,64,0.234375,58403,10000
5707,True,3,301,1,64,0.699219,2853,10000
11415,True,3,301,1,64,0.699219,5707,10000
229,True,1,43,1,64,0.640625,114,10000
32049,True,2,4507,1,64,0.343750,16024,10000
4745,True,8,1901,1,64,0.589844,2372,10000
144901,True,1,27169,1,64,0.639648,72450,10000
45,True,1,17,1,64,0.703125,22,10000
11,True,3,5,1,64,0.703125,5,10000
203049,True,7,847,1,64,0.561523,101524,10000
19,True,5,5,1,64,0.671875,9,10000
92831,True,16,14887,1,64,0.390625,46415,10000
5041,True,2,709,1,64,0.625000,2520,10000
370805,True,1,34763,1,64,0.546875,185402,10000
728595,True,5,345799,1,64,0.468750,364297,10000
387791,True,39,85195,1,64,0.078125,193895,10000
461,True,1,173,1,64,0.640625,230,10000
17,True,2,5,1,64,0.718750,8,10000
1013,True,1,95,1,64,0.250000,506,10000
599,True,3,253,1,64,0.218750,299,10000
2025,True,11,685,1,64,0.125000,1012,10000
5297,True,2,745,1,64,0.437500,2648,10000
41,True,39,5,1,64,0.281250,20,10000
481,True,6,43,1,64,0.593750,240,10000
25,True,3,11,1,64,0.671875,12,10000
14095,True,4,1115,1,64,0.335938,7047,10000
73677,True,1,27629,1,64,0.257812,36838,10000
680425,True,7,45413,1,64,0.552734,340212,10000
16735,True,5,7943,1,64,0.078125,8367,10000
61615,True,9,9253,1,64,0.187500,30807,10000
73537,True,3,1939,1,64,0.546875,36768,10000
59,True,4,19,1,64,0.625000,29,10000
5,True,1,1,1,64,0.734375,2,10000
358427,True,9,53825,1,64,0.078125,179213,10000
53,True,1,5,1,64,0.718750,26,10000
2381,True,1,893,1,64,0.406250,1190,10000
14823,True,10,6679,1,64,0.250000,7411,10000
47083,True,14,839,1,64,0.351562,23541,10000
3851,True,3,1625,1,64,0.171875,1925,10000
19935,True,14,1421,1,64,0.421875,9967,10000
20417,True,3,4307,1,64,0.429688,10208,10000
15,True,4,5,1,64,0.671875,7,10000
115,True,3,49,1,64,0.640625,57,10000
221631,True,12,14041,1,64,0.472656,110815,10000
24937,True,5,2959,1,64,0.250000,12468,10000
145,True,2,41,1,64,0.265625,72,10000
13,True,1,5,1,64,0.718750,6,10000
5,True,1,1,1,64,0.734375,2,10000
33977,True,4,10751,1,64,0.109375,16988,10000
32955,True,8,6599,1,64,0.295898,16477,10000
19631,True,8,3931,1,64,0.359375,9815,10000
9,True,6,1,1,64,0.687500,4,10000
244361,True,7,65237,1,64,0.492188,122180,10000
102689,True,4,8123,1,64,0.609375,51344,10000
285,True,1,107,1,64,0.312500,142,10000
5939,True,3,1253,1,64,0.156250,2969,10000
704735,True,19,190709,1,64,0.117188,352367,10000
10701,True,1,4013,1,64,0.608398,5350,10000
599421,True,1,224783,1,64,0.375000,299710,10000
415,True,9,125,1,64,0.187500,207,10000
19,True,5,5,1,64,0.671875,9,10000
21889,True,3,9235,1,64,0.304688,10944,10000
5,True,1,1,1,64,0.734375,2,10000
134787,True,2,37909,1,64,0.218750,67393,10000
413,True,1,155,1,64,0.359375,206,10000
8029,True,1,3011,1,64,0.592773,4014,10000
399,True,5,95,1,64,0.203125,199,10000
11,True,3,5,1,64,0.703125,5,10000
375,True,4,119,1,64,0.546875,187,10000
3307,True,13,629,1,64,0.476562,1653,10000
95397,True,1,17887,1,64,0.132812,47698,10000
1505,True,8,151,1,64,0.639648,752,10000
11,True,3,5,1,64,0.703125,5,10000
13,True,1,5,1,64,0.718750,6,10000
31737,True,10,14299,1,64,0.437500,15868,10000
159,True,13,61,1,64,0.515625,79,10000
119,True,4,19,1,64,0.609375,59,10000
239,True,12,61,1,64,0.531250,119,10000
18039,True,4,1427,1,64,0.621094,9019,10000
3541,True,1,83,1,64,0.257812,1770,10000
21,True,1,1,1,64,0.734375,10,10000
2117,True,1,397,1,64,0.640625,1058,10000
89781,True,1,8417,1,64,0.093750,44890,10000
5,True,1,1,1,64,0.734375,2,10000
1851,True,4,293,1,64,0.187500,925,10000
335,True,18,61,1,64,0.437500,167,10000
16975,True,5,8057,1,64,0.187500,8487,10000
105,True,6,19,1,64,0.593750,52,10000
17805,True,1,6677,1,64,0.171875,8902,10000
299,True,4,95,1,64,0.234375,149,10000
9239,True,3,1949,1,64,0.078125,4619,10000
100951,True,3,42589,1,64,0.484375,50475,10000
721557,True,1,33823,1,64,0.078125,360778,10000
7,True,5,1,1,64,0.687500,3,10000
111,True,20,23,1,64,0.437500,55,10000
54229,True,1,1271,1,64,0.647461,27114,10000
20831,True,5,9887,1,64,0.093750,10415,10000
91,True,29,23,1,64,0.343750,45,10000
56835,True,2,15985,1,64,0.539062,28417,10000
665,True,3,281,1,64,0.546875,332,10000
63447,True,3,26767,1,64,0.320312,31723,10000
29,True,1,11,1,64,0.687500,14,10000
66157,True,1,24809,1,64,0.203125,33078,10000
427,True,8,43,1,64,0.578125,213,10000
149,True,1,7,1,64,0.671875,74,10000
5,True,1,1,1,64,0.734375,2,10000
2357,True,1,221,1,64,0.234375,1178,10000
16955,True,4,5365,1,64,0.390625,8477,10000
369081,True,4,29195,1,64,0.031250,184540,10000
6401,True,3,2701,1,64,0.234375,3200,10000
177,True,2,25,1,64,0.656250,88,10000
5745,True,2,101,1,64,0.648438,2872,10000
184847,True,4,58487,1,64,0.187500,92423,10000
203897,True,8,20413,1,64,0.335938,101948,10000
213281,True,4,16871,1,64,0.511719,106640,10000
34573,True,1,12965,1,64,0.078125,17286,10000
23023,True,16,7385,1,64,0.343750,11511,10000
5245,True,1,1967,1,64,0.296875,2622,10000
15,True,4,5,1,64,0.671875,7,10000
809,True,8,325,1,64,0.578125,404,10000
18741,True,1,1757,1,64,0.515625,9370,10000
31585,True,11,10673,1,64,0.421875,15792,10000
1027,True,2,289,1,64,0.625000,513,10000
48801,True,6,4343,1,64,0.515625,24400,10000
92779,True,6,16513,1,64,0.351562,46389,10000
229,True,1,43,1,64,0.640625,114,10000
47,True,34,23,1,64,0.296875,23,10000
31,True,38,5,1,64,0.281250,15,10000
11,True,3,5,1,64,0.703125,5,10000
419,True,2,59,1,64,0.593750,209,10000
12299,True,3,5189,1,64,0.281250,6149,10000
2729,True,37,1067,1,64,0.109375,1364,10000
1821,True,1,683,1,64,0.625000,910,10000
49,True,2,7,1,64,0.671875,24,10000
49,True,2,7,1,64,0.671875,24,10000
49,True,2,7,1,64,0.671875,24,10000
5295,True,7,707,1,64,0.109375,2647,10000
201119,True,14,57337,1,64,0.125000,100559,10000
12955,True,18,4675,1,64,0.359375,6477,10000
5,True,1,1,1,64,0.734375,2,10000
29271,True,3,12349,1,64,0.218750,14635,10000
1317,True,1,247,1,64,0.546875,658,10000
41,True,39,5,1,64,0.281250,20,10000
10513,True,2,2957,1,64,0.683594,5256,10000
10551,True,8,2113,1,64,0.328125,5275,10000
23129,True,3,4879,1,64,0.183594,11564,10000
361,True,5,43,1,64,0.593750,180,10000
249,True,5,119,1,64,0.562500,124,10000
5,True,1,1,1,64,0.734375,2,10000
313669,True,1,58813,1,64,0.343750,156834,10000
16335,True,6,5815,1,64,0.078125,8167,10000
16201,True,5,3845,1,64,0.531250,8100,10000
162919,True,18,1837,1,64,0.061523,81459,10000
14415,True,5,3421,1,64,0.468750,7207,10000
14165,True,1,83,1,64,0.263672,7082,10000
339807,True,5,40319,1,64,0.132812,169903,10000
598015,True,20,30343,1,64,0.109375,299007,10000
5895,True,6,2099,1,64,0.421875,2947,10000
2475,True,12,157,1,64,0.515625,1237,10000
5,True,1,1,1,64,0.734375,2,10000
7,True,5,1,1,64,0.687500,3,10000
83,True,36,23,1,64,0.265625,41,10000
272043,True,5,129115,1,64,0.093750,136021,10000
46573,True,1,17465,1,64,0.605469,23286,10000
69,True,1,13,1,64,0.703125,34,10000
5,True,1,1,1,64,0.734375,2,10000
109901,True,1,41213,1,64,0.312500,54950,10000
189373,True,1,71015,1,64,0.078125,94686,10000
13,True,1,5,1,64,0.718750,6,10000
31183,True,8,1561,1,64,0.421875,15591,10000
583,True,6,13,1,64,0.667969,291,10000
837,True,1,157,1,64,0.593750,418,10000
194551,True,13,36977,1,64,0.542969,97275,10000
31481,True,5,7471,1,64,0.437500,15740,10000
31,True,38,5,1,64,0.281250,15,10000
189941,True,1,17807,1,64,0.343750,94970,10000
380197,True,1,71287,1,64,0.343750,190098,10000
25,True,3,11,1,64,0.671875,12,10000
1091,True,2,307,1,64,0.593750,545,10000
43,True,4,7,1,64,0.656250,21,10000
943595,True,19,255347,1,64,0.156250,471797,10000
1115,True,15,239,1,64,0.390625,557,10000
171,True,5,41,1,64,0.250000,85,10000
24499,True,3,323,1,64,0.273438,12249,10000
197,True,1,37,1,64,0.656250,98,10000
530035,True,3,223609,1,64,0.417969,265017,10000
2049,True,3,865,1,64,0.125000,1024,10000
13,True,1,5,1,64,0.718750,6,10000
241,True,2,17,1,64,0.703125,120,10000
8191,True,27,3551,1,64,0.046875,4095,10000
125,True,1,47,1,64,0.281250,62,10000
241293,True,1,90485,1,64,0.257812,120646,10000
67,True,2,19,1,64,0.640625,33,10000
725,True,1,17,1,64,0.710938,362,10000
625235,True,10,281675,1,64,0.335938,312617,10000
725,True,1,17,1,64,0.710938,362,10000
635,True,5,151,1,64,0.670898,317,10000
93,True,1,35,1,64,0.687500,46,10000
5,True,1,1,1,64,0.734375,2,10000
9,True,6,1,1,64,0.687500,4,10000
15,True,4,5,1,64,0.671875,7,10000
13,True,1,5,1,64,0.718750,6,10000
9137,True,2,1285,1,64,0.671875,4568,10000
237,True,1,89,1,64,0.625000,118,10000
5335,True,3,2251,1,64,0.605469,2667,10000
282501,True,1,52969,1,64,0.351562,141250,10000
1683,True,4,533,1,64,0.593750,841,10000
5,True,1,1,1,64,0.734375,2,10000
773,True,1,145,1,64,0.250000,386,10000
314731,True,5,149375,1,64,0.093750,157365,10000
321463,True,5,76285,1,64,0.101562,160731,10000
7,True,5,1,1,64,0.687500,3,10000
4467,True,3,1885,1,64,0.156250,2233,10000
25075,True,3,10579,1,64,0.484375,12537,10000
1159,True,4,367,1,64,0.515625,579,10000
517,True,1,97,1,64,0.234375,258,10000
98085,True,1,18391,1,64,0.078125,49042,10000
171319,True,29,41773,1,64,0.218750,85659,10000
1629,True,1,611,1,64,0.609375,814,10000
73949,True,1,27731,1,64,0.357422,36974,10000
53995,True,37,21091,1,64,0.136719,26997,10000
9347,True,2,2629,1,64,0.531250,4673,10000
18445,True,1,6917,1,64,0.296875,9222,10000
2277,True,1,427,1,64,0.562500,1138,10000
23445,True,1,1099,1,64,0.648438,11722,10000
465945,True,3,196571,1,64,0.154297,232972,10000
9579,True,5,4547,1,64,0.078125,4789,10000
127,True,10,29,1,64,0.546875,63,10000
111919,True,11,4727,1,64,0.414062,55959,10000
921,True,3,389,1,64,0.203125,460,10000
51869,True,1,19451,1,64,0.328125,25934,10000
18475,True,4,2923,1,64,0.140625,9237,10000
15,True,4,5,1,64,0.671875,7,10000
77,True,1,29,1,64,0.671875,38,10000
69,True,1,13,1,64,0.703125,34,10000
2693,True,1,505,1,64,0.546875,1346,10000
1141,True,1,107,1,64,0.312500,570,10000
1535,True,10,173,1,64,0.507812,767,10000
699631,True,23,119809,1,64,0.101562,349815,10000
108343,True,6,19283,1,64,0.390625,54171,10000
15729,True,2,553,1,64,0.171875,7864,10000
618525,True,1,231947,1,64,0.074219,309262,10000
515,True,2,145,1,64,0.234375,257,10000
139,True,3,59,1,64,0.593750,69,10000
229711,True,22,26225,1,64,0.382812,114855,10000
41,True,39,5,1,64,0.281250,20,10000
7,True,5,1,1,64,0.687500,3,10000
310875,True,7,41497,1,64,0.328125,155437,10000
83,True,36,23,1,64,0.265625,41,10000
860647,True,11,290797,1,64,0.304688,430323,10000
663,True,3,35,1,64,0.664062,331,10000
1101,True,1,413,1,64,0.343750,550,10000
24481,True,5,2905,1,64,0.578125,12240,10000
332515,True,2,5845,1,64,0.332031,166257,10000
213399,True,3,22507,1,64,0.312500,106699,10000
3117,True,1,1169,1,64,0.531250,1558,10000
87861,True,1,8237,1,64,0.609375,43930,10000
18261,True,1,107,1,64,0.326172,9130,10000
310985,True,4,49199,1,64,0.339844,155492,10000
315249,True,2,11083,1,64,0.500000,157624,10000
1321,True,17,637,1,64,0.343750,660,10000
2541,True,1,953,1,64,0.670898,1270,10000
11813,True,1,2215,1,64,0.265625,5906,10000
124513,True,5,7387,1,64,0.437500,62256,10000
289,True,4,23,1,64,0.656250,144,10000
903235,True,2,254035,1,64,0.449219,451617,10000
33,True,4,11,1,64,0.671875,16,10000
91,True,29,23,1,64,0.343750,45,10000
16801,True,5,7975,1,64,0.078125,8400,10000
3,True,2,1,1,64,0.718750,1,10000
232127,True,20,94225,1,64,0.218750,116063,10000
7,True,5,1,1,64,0.687500,3,10000
31,True,38,5,1,64,0.281250,15,10000
57,True,5,7,1,64,0.656250,28,10000
139,True,3,59,1,64,0.593750,69,10000
229,True,1,43,1,64,0.640625,114,10000
9,True,6,1,1,64,0.687500,4,10000
3387,True,4,67,1,64,0.605469,1693,10000
375105,True,3,19781,1,64,0.250000,187552,10000
1891,True,2,133,1,64,0.625000,945,10000
57,True,5,7,1,64,0.656250,28,10000
445739,True,4,141035,1,64,0.203125,222869,10000
5,True,1,1,1,64,0.734375,2,10000
11,True,3,5,1,64,0.703125,5,10000
388989,True,1,145871,1,64,0.093750,194494,10000
52941,True,1,19853,1,64,0.578125,26470,10000
35741,True,1,13403,1,64,0.296875,17870,10000
1449,True,8,581,1,64,0.156250,724,10000
10335,True,11,3493,1,64,0.140625,5167,10000
37,True,1,7,1,64,0.671875,18,10000
225,True,11,77,1,64,0.546875,112,10000
804987,True,5,382055,1,64,0.128906,402493,10000
139357,True,1,52259,1,64,0.187500,69678,10000
19647,True,16,3151,1,64,0.281250,9823,10000
6229,True,1,73,1,64,0.246094,3114,10000
385,True,3,163,1,64,0.656250,192,10000
201079,True,4,63623,1,64,0.499756,100539,10000
87,True,3,37,1,64,0.625000,43,10000
79,True,5,19,1,64,0.593750,39,10000
309745,True,2,21779,1,64,0.078125,154872,10000
402459,True,19,54455,1,64,0.062500,201229,10000
509,True,1,191,1,64,0.546875,254,10000
1785,True,5,53,1,64,0.679688,892,10000
1029,True,1,193,1,64,0.250000,514,10000
712513,True,3,18787,1,64,0.312500,356256,10000
59,True,4,19,1,64,0.625000,29,10000
93,True,1,35,1,64,0.687500,46,10000
37,True,1,7,1,64,0.671875,18,10000
307,True,3,65,1,64,0.625000,153,10000
79,True,5,19,1,64,0.593750,39,10000
3,True,2,1,1,64,0.718750,1,10000
51,True,3,11,1,64,0.656250,25,10000
67,True,2,19,1,64,0.640625,33,10000
13,True,1,5,1,64,0.718750,6,10000
1203,True,3,127,1,64,0.500000,601,10000
5347,True,2,47,1,64,0.279297,2673,10000
113811,True,4,36011,1,64,0.421875,56905,10000
86805,True,1,4069,1,64,0.125000,43402,10000
30601,True,7,4085,1,64,0.468750,15300,10000
81,True,2,23,1,64,0.671875,40,10000
23989,True,1,2249,1,64,0.585938,11994,10000
44471,True,5,21107,1,64,0.250000,22235,10000
7,True,5,1,1,64,0.687500,3,10000
114333,True,1,42875,1,64,0.265625,57166,10000
4531,True,3,239,1,64,0.484375,2265,10000
5153,True,4,1631,1,64,0.140625,2576,10000
7857,True,2,1105,1,64,0.328125,3928,10000
14641,True,2,2059,1,64,0.593750,7320,10000
471,True,3,199,1,64,0.187500,235,10000
3473,True,2,977,1,64,0.312500,1736,10000
693,True,1,65,1,64,0.656250,346,10000
220827,True,16,70825,1,64,0.277344,110413,10000
27,True,40,5,1,64,0.265625,13,10000
112541,True,1,42203,1,64,0.452148,56270,10000
27,True,40,5,1,64,0.265625,13,10000
1535,True,10,173,1,64,0.507812,767,10000
26435,True,2,7435,1,64,0.593750,13217,10000
11179,True,6,995,1,64,0.632812,5589,10000
7999,True,15,1711,1,64,0.109375,3999,10000
625,True,2,11,1,64,0.695312,312,10000
133167,True,25,51311,1,64,0.093750,66583,10000
815671,True,13,310051,1,64,0.148438,407835,10000
3609,True,3,1523,1,64,0.609375,1804,10000
2525,True,1,947,1,64,0.609375,1262,10000
750355,True,6,267095,1,64,0.187500,375177,10000
29,True,1,11,1,64,0.687500,14,10000
35,True,2,5,1,64,0.703125,17,10000
93,True,1,35,1,64,0.687500,46,10000
21,True,1,1,1,64,0.734375,10,10000
35,True,2,5,1,64,0.703125,17,10000
593,True,2,167,1,64,0.437500,296,10000
1413,True,1,265,1,64,0.218750,706,10000
551,True,5,131,1,64,0.578125,275,10000
339479,True,3,71609,1,64,0.218750,169739,10000
691,True,3,73,1,64,0.203125,345,10000
10961,True,2,3083,1,64,0.609375,5480,10000
193,True,3,41,1,64,0.265625,96,10000
105,True,6,19,1,64,0.593750,52,10000
65655,True,4,10387,1,64,0.343750,32827,10000
3785,True,4,599,1,64,0.171875,1892,10000
13,True,1,5,1,64,0.718750,6,10000
493,True,1,185,1,64,0.578125,246,10000
5263,True,6,937,1,64,0.140625,2631,10000
5513,True,6,1963,1,64,0.375000,2756,10000
779,True,3,329,1,64,0.531250,389,10000
291,True,2,41,1,64,0.250000,145,10000
23,True,3,5,1,64,0.687500,11,10000
2485,True,1,233,1,64,0.375000,1242,10000
393469,True,1,147551,1,64,0.085938,196734,10000
53101,True,1,19913,1,64,0.437500,26550,10000
2427,True,8,973,1,64,0.296875,1213,10000
25,True,3,11,1,64,0.671875,12,10000
713,True,4,113,1,64,0.699219,356,10000
191449,True,3,631,1,64,0.592773,95724,10000
21483,True,15,2297,1,64,0.382812,10741,10000
333949,True,1,125231,1,64,0.406250,166974,10000
39,True,5,19,1,64,0.609375,19,10000
5,True,1,1,1,64,0.734375,2,10000
371,True,3,157,1,64,0.578125,185,10000
921,True,3,389,1,64,0.203125,460,10000
9,True,6,1,1,64,0.687500,4,10000
489023,True,14,139415,1,64,0.108398,244511,10000
7,True,5,1,1,64,0.687500,3,10000
48291,True,2,6791,1,64,0.608398,24145,10000
94251,True,4,14911,1,64,0.464844,47125,10000
451,True,2,127,1,64,0.515625,225,10000
27,True,40,5,1,64,0.265625,13,10000
25,True,3,11,1,64,0.671875,12,10000
300157,True,1,112559,1,64,0.296875,150078,10000
1537,True,3,649,1,64,0.125000,768,10000
17,True,2,5,1,64,0.718750,8,10000
939707,True,6,10453,1,64,0.597656,469853,10000
4247,True,3,7,1,64,0.656006,2123,10000
94555,True,6,16829,1,64,0.265625,47277,10000
161835,True,4,25603,1,64,0.078125,80917,10000
464995,True,2,32695,1,64,0.046875,232497,10000
135,True,4,43,1,64,0.609375,67,10000
397,True,1,149,1,64,0.656250,198,10000
95,True,34,23,1,64,0.265625,47,10000
148017,True,2,20815,1,64,0.327148,74008,10000
195439,True,10,5503,1,64,0.101562,97719,10000
49137,True,2,3455,1,64,0.523438,24568,10000
1937,True,2,545,1,64,0.609375,968,10000
397,True,1,149,1,64,0.656250,198,10000
35,True,2,5,1,64,0.703125,17,10000
3857,True,2,1085,1,64,0.578125,1928,10000
3095,True,3,653,1,64,0.625000,1547,10000
1797,True,1,337,1,64,0.250000,898,10000
11,True,3,5,1,64,0.703125,5,10000
214285,True,1,80357,1,64,0.296875,107142,10000
341117,True,1,127919,1,64,0.398438,170558,10000
57,True,5,7,1,64,0.656250,28,10000
43,True,4,7,1,64,0.656250,21,10000
41525,True,1,3893,1,64,0.328125,20762,10000
1851,True,4,293,1,64,0.187500,925,10000
9707,True,30,3551,1,64,0.046875,4853,10000
65,True,3,7,1,64,0.671875,32,10000
546379,True,3,28813,1,64,0.203125,273189,10000
11,True,3,5,1,64,0.703125,5,10000
230925,True,1,86597,1,64,0.515625,115462,10000
1003,True,9,151,1,64,0.624023,501,10000
29,True,1,11,1,64,0.687500,14,10000
2909,True,1,1091,1,64,0.578125,1454,10000
489,True,7,131,1,64,0.562500,244,10000
45711,True,15,19549,1,64,0.406250,22855,10000
1319,True,6,235,1,64,0.140625,659,10000
365821,True,1,137183,1,64,0.031250,182910,10000
21311,True,9,6401,1,64,0.109375,10655,10000
3,True,2,1,1,64,0.718750,1,10000
15,True,4,5,1,64,0.671875,7,10000
5,True,1,1,1,64,0.734375,2,10000
11515,True,20,4675,1,64,0.343750,5757,10000
1737,True,4,275,1,64,0.296875,868,10000
321,True,3,17,1,64,0.703125,160,10000
5381,True,1,1009,1,64,0.281250,2690,10000
531967,True,38,9739,1,64,0.136719,265983,10000
7,True,5,1,1,64,0.687500,3,10000
5,True,1,1,1,64,0.734375,2,10000
