n,hit,time,location,orbit_min,profile_steps,geom2_distance,threshold,max_steps
9,True,6,1,1,64,0.687500,4,10000
58393,True,3,24635,1,64,0.078125,29196,10000
454559,True,25,21893,1,64,0.062500,227279,10000
3203,True,2,901,1,64,0.500000,1601,10000
2177,True,3,919,1,64,0.203125,1088,10000
82205,True,1,30827,1,64,0.523438,41102,10000
13,True,1,5,1,64,0.718750,6,10000
501,True,1,47,1,64,0.281250,250,10000
37,True,1,7,1,64,0.671875,18,10000
1741,True,1,653,1,64,0.640625,870,10000
58785,True,5,27901,1,64,0.218750,29392,10000
35,True,2,5,1,64,0.703125,17,10000
31,True,38,5,1,64,0.281250,15,10000
2455,True,3,259,1,64,0.171875,1227,10000
11,True,3,5,1,64,0.703125,5,10000
22483,True,10,5065,1,64,0.312500,11241,10000
9,True,6,1,1,64,0.687500,4,10000
29,True,1,11,1,64,0.687500,14,10000
85,True,1,1,1,64,0.746094,42,10000
5279,True,16,847,1,64,0.436523,2639,10000
5127,True,5,1217,1,64,0.187500,2563,10000
271895,True,3,57353,1,64,0.402344,135947,10000
171,True,5,41,1,64,0.250000,85,10000
9,True,6,1,1,64,0.687500,4,10000
65,True,3,7,1,64,0.671875,32,10000
978755,True,2,275275,1,64,0.203125,489377,10000
7,True,5,1,1,64,0.687500,3,10000
7,True,5,1,1,64,0.687500,3,10000
600401,True,2,168863,1,64,0.436523,300200,10000
51163,True,5,24283,1,64,0.125000,25581,10000
31,True,38,5,1,64,0.281250,15,10000
2841,True,3,1199,1,64,0.468750,1420,10000
29,True,1,11,1,64,0.687500,14,10000
15,True,4,5,1,64,0.671875,7,10000
677,True,1,127,1,64,0.531250,338,10000
23,True,3,5,1,64,0.687500,11,10000
5,True,1,1,1,64,0.734375,2,10000
3619,True,2,509,1,64,0.515625,1809,10000
288051,True,3,60761,1,64,0.437500,144025,10000
17,True,2,5,1,64,0.718750,8,10000
5519,True,5,655,1,64,0.093750,2759,10000
427,True,8,43,1,64,0.578125,213,10000
153,True,3,65,1,64,0.640625,76,10000
836727,True,4,132373,1,64,0.046875,418363,10000
13,True,1,5,1,64,0.718750,6,10000
11473,True,2,3227,1,64,0.359375,5736,10000
347,True,6,31,1,64,0.218750,173,10000
259,True,2,73,1,64,0.218750,129,10000
3297,True,9,991,1,64,0.250000,1648,10000
99,True,2,7,1,64,0.656250,49,10000
1785,True,5,53,1,64,0.679688,892,10000
11497,True,6,4093,1,64,0.429688,5748,10000
3615,True,11,611,1,64,0.531250,1807,10000
59,True,4,19,1,64,0.625000,29,10000
7843,True,2,1103,1,64,0.531250,3921,10000
153,True,3,65,1,64,0.640625,76,10000
28149,True,1,2639,1,64,0.109375,14074,10000
87759,True,17,42221,1,64,0.093750,43879,10000
177133,True,1,66425,1,64,0.452148,88566,10000
917,True,1,43,1,64,0.640625,458,10000
35,True,2,5,1,64,0.703125,17,10000
489,True,7,131,1,64,0.562500,244,10000
1963,True,10,443,1,64,0.437500,981,10000
5,True,1,1,1,64,0.734375,2,10000
97,True,5,47,1,64,0.250000,48,10000
27,True,40,5,1,64,0.265625,13,10000
15041,True,3,3173,1,64,0.375000,7520,10000
746375,True,4,118079,1,64,0.125000,373187,10000
29,True,1,11,1,64,0.687500,14,10000
71859,True,3,7579,1,64,0.195312,35929,10000
858323,True,5,407369,1,64,0.304688,429161,10000
34695,True,4,5489,1,64,0.203125,17347,10000
7,True,5,1,1,64,0.687500,3,10000
59271,True,4,9377,1,64,0.296875,29635,10000
849,True,2,239,1,64,0.515625,424,10000
5103,True,8,511,1,64,0.414062,2551,10000
1279,True,14,365,1,64,0.156250,639,10000
558031,True,9,167599,1,64,0.281250,279015,10000
7,True,5,1,1,64,0.687500,3,10000
1327,True,8,133,1,64,0.578125,663,10000
2053,True,1,385,1,64,0.640625,1026,10000
850503,True,6,302743,1,64,0.429688,425251,10000
96567,True,12,3059,1,64,0.414062,48283,10000
3125,True,1,293,1,64,0.218750,1562,10000
17,True,2,5,1,64,0.718750,8,10000
491,True,12,125,1,64,0.171875,245,10000
9,True,6,1,1,64,0.687500,4,10000
7815,True,4,2473,1,64,0.218750,3907,10000
105439,True,25,40627,1,64,0.109375,52719,10000
837,True,1,157,1,64,0.593750,418,10000
65,True,3,7,1,64,0.671875,32,10000
135,True,4,43,1,64,0.609375,67,10000
345,True,3,73,1,64,0.218750,172,10000
133,True,1,25,1,64,0.656250,66,10000
16083,True,5,3817,1,64,0.406250,8041,10000
6853,True,1,1285,1,64,0.671875,3426,10000
163799,True,3,69103,1,64,0.074219,81899,10000
9883,True,11,835,1,64,0.078125,4941,10000
1353,True,5,643,1,64,0.625000,676,10000
95655,True,8,19153,1,64,0.031250,47827,10000
188675,True,2,53065,1,64,0.437500,94337,10000
167401,True,12,21211,1,64,0.062500,83700,10000
9,True,6,1,1,64,0.687500,4,10000
3073,True,3,1297,1,64,0.328125,1536,10000
15,True,4,5,1,64,0.671875,7,10000
63,True,35,23,1,64,0.250000,31,10000
5,True,1,1,1,64,0.734375,2,10000
12769,True,6,2273,1,64,0.109375,6384,10000
9681,True,2,2723,1,64,0.500000,4840,10000
16241,True,2,571,1,64,0.640625,8120,10000
36227,True,2,10189,1,64,0.624023,18113,10000
11,True,3,5,1,64,0.703125,5,10000
3045,True,1,571,1,64,0.640625,1522,10000
55,True,37,23,1,64,0.250000,27,10000
257,True,3,109,1,64,0.265625,128,10000
1165,True,1,437,1,64,0.250000,582,10000
27,True,40,5,1,64,0.265625,13,10000
51,True,3,11,1,64,0.656250,25,10000
19083,True,3,8051,1,64,0.437500,9541,10000
133,True,1,25,1,64,0.656250,66,10000
418433,True,3,176527,1,64,0.312500,209216,10000
95,True,34,23,1,64,0.265625,47,10000
252615,True,5,59947,1,64,0.101562,126307,10000
275,True,27,61,1,64,0.343750,137,10000
5755,True,5,683,1,64,0.593750,2877,10000
19,True,5,5,1,64,0.671875,9,10000
21,True,1,1,1,64,0.734375,10,10000
15,True,4,5,1,64,0.671875,7,10000
46051,True,2,1619,1,64,0.539062,23025,10000
68971,True,5,32735,1,64,0.132812,34485,10000
5505,True,3,2323,1,64,0.093750,2752,10000
667,True,15,143,1,64,0.101562,333,10000
498971,True,13,47417,1,64,0.250000,249485,10000
20347,True,8,8149,1,64,0.492188,10173,10000
5,True,1,1,1,64,0.734375,2,10000
2521,True,3,133,1,64,0.625000,1260,10000
3143,True,11,1063,1,64,0.375000,1571,10000
91,True,29,23,1,64,0.343750,45,10000
17,True,2,5,1,64,0.718750,8,10000
763,True,12,97,1,64,0.140625,381,10000
15525,True,1,2911,1,64,0.125000,7762,10000
15,True,4,5,1,64,0.671875,7,10000
9771,True,4,773,1,64,0.218750,4885,10000
9379,True,2,1319,1,64,0.109375,4689,10000
5,True,1,1,1,64,0.734375,2,10000
9237,True,1,433,1,64,0.640625,4618,10000
9005,True,1,3377,1,64,0.652344,4502,10000
730933,True,1,68525,1,64,0.125000,365466,10000
255,True,9,77,1,64,0.531250,127,10000
1909,True,1,179,1,64,0.609375,954,10000
35,True,2,5,1,64,0.703125,17,10000
3,True,2,1,1,64,0.718750,1,10000
39,True,5,19,1,64,0.609375,19,10000
1427,True,4,113,1,64,0.683594,713,10000
91087,True,13,34625,1,64,0.062500,45543,10000
769,True,3,325,1,64,0.656250,384,10000
1853,True,1,695,1,64,0.187500,926,10000
485,True,1,91,1,64,0.328125,242,10000
149,True,1,7,1,64,0.671875,74,10000
65277,True,1,24479,1,64,0.218750,32638,10000
19,True,5,5,1,64,0.671875,9,10000
11,True,3,5,1,64,0.703125,5,10000
229,True,1,43,1,64,0.640625,114,10000
49,True,2,7,1,64,0.671875,24,10000
31,True,38,5,1,64,0.281250,15,10000
19813,True,1,3715,1,64,0.609375,9906,10000
119,True,4,19,1,64,0.609375,59,10000
161,True,30,61,1,64,0.343750,80,10000
53671,True,6,19105,1,64,0.320312,26835,10000
83771,True,4,13253,1,64,0.328125,41885,10000
395,True,3,167,1,64,0.421875,197,10000
487391,True,7,65059,1,64,0.093750,243695,10000
643,True,2,181,1,64,0.671875,321,10000
447,True,25,173,1,64,0.335938,223,10000
119,True,4,19,1,64,0.609375,59,10000
17,True,2,5,1,64,0.718750,8,10000
137803,True,3,7267,1,64,0.476562,68901,10000
79703,True,3,33625,1,64,0.453125,39851,10000
7,True,5,1,1,64,0.687500,3,10000
17013,True,1,1595,1,64,0.500000,8506,10000
109,True,1,41,1,64,0.265625,54,10000
44217,True,4,13991,1,64,0.375000,22108,10000
5,True,1,1,1,64,0.734375,2,10000
20961,True,6,3731,1,64,0.390625,10480,10000
8549,True,1,1603,1,64,0.484375,4274,10000
90219,True,9,27097,1,64,0.531250,45109,10000
605,True,1,227,1,64,0.717773,302,10000
157,True,1,59,1,64,0.609375,78,10000
10721,True,6,3817,1,64,0.421875,5360,10000
507563,True,5,240895,1,64,0.039062,253781,10000
53,True,1,5,1,64,0.718750,26,10000
71437,True,1,26789,1,64,0.328125,35718,10000
23635,True,10,10649,1,64,0.390625,11817,10000
10635,True,3,4487,1,64,0.578125,5317,10000
29,True,1,11,1,64,0.687500,14,10000
47,True,34,23,1,64,0.296875,23,10000
7,True,5,1,1,64,0.687500,3,10000
21,True,1,1,1,64,0.734375,10,10000
31,True,38,5,1,64,0.281250,15,10000
189391,True,13,8999,1,64,0.093750,94695,10000
7521,True,6,1339,1,64,0.632812,3760,10000
59131,True,8,185,1,64,0.513672,29565,10000
244561,True,2,68783,1,64,0.453125,122280,10000
7,True,5,1,1,64,0.687500,3,10000
93,True,1,35,1,64,0.687500,46,10000
176509,True,1,66191,1,64,0.117188,88254,10000
12533,True,1,1175,1,64,0.230469,6266,10000
5,True,1,1,1,64,0.734375,2,10000
8013,True,1,3005,1,64,0.101562,4006,10000
9981,True,1,3743,1,64,0.476562,4990,10000
11,True,3,5,1,64,0.703125,5,10000
107883,True,5,51203,1,64,0.062500,53941,10000
295,True,8,119,1,64,0.515625,147,10000
405329,True,2,113999,1,64,0.558594,202664,10000
55,True,37,23,1,64,0.250000,27,10000
324743,True,4,102751,1,64,0.318359,162371,10000
9,True,6,1,1,64,0.687500,4,10000
467081,True,12,29591,1,64,0.367188,233540,10000
131509,True,1,12329,1,64,0.046875,65754,10000
181787,True,18,65593,1,64,0.187500,90893,10000
499635,True,3,6587,1,64,0.070312,249817,10000
9,True,6,1,1,64,0.687500,4,10000
2223,True,55,157,1,64,0.125000,1111,10000
268709,True,1,50383,1,64,0.093750,134354,10000
489,True,7,131,1,64,0.562500,244,10000
13,True,1,5,1,64,0.718750,6,10000
9889,True,6,3521,1,64,0.312500,4944,10000
27,True,40,5,1,64,0.265625,13,10000
5,True,1,1,1,64,0.734375,2,10000
5225,True,17,629,1,64,0.429688,2612,10000
56483,True,2,7943,1,64,0.109375,28241,10000
19,True,5,5,1,64,0.671875,9,10000
485,True,1,91,1,64,0.328125,242,10000
54035,True,6,19235,1,64,0.531250,27017,10000
7,True,5,1,1,64,0.687500,3,10000
161,True,30,61,1,64,0.343750,80,10000
57,True,5,7,1,64,0.656250,28,10000
31,True,38,5,1,64,0.281250,15,10000
2097,True,2,295,1,64,0.500000,1048,10000
17,True,2,5,1,64,0.718750,8,10000
15,True,4,5,1,64,0.671875,7,10000
462359,True,3,97529,1,64,0.101562,231179,10000
7057,True,2,1985,1,64,0.562500,3528,10000
95,True,34,23,1,64,0.265625,47,10000
71533,True,1,26825,1,64,0.164062,35766,10000
26713,True,3,5635,1,64,0.375000,13356,10000
18787,True,2,1321,1,64,0.312500,9393,10000
17,True,2,5,1,64,0.718750,8,10000
52459,True,16,8413,1,64,0.218750,26229,10000
11895,True,4,941,1,64,0.140625,5947,10000
3,True,2,1,1,64,0.718750,1,10000
3943,True,25,95,1,64,0.169922,1971,10000
3,True,2,1,1,64,0.718750,1,10000
4895,True,10,1103,1,64,0.437500,2447,10000
70371,True,2,1237,1,64,0.660156,35185,10000
589,True,1,221,1,64,0.234375,294,10000
44113,True,2,12407,1,64,0.375000,22056,10000
111695,True,5,13253,1,64,0.296875,55847,10000
37,True,1,7,1,64,0.671875,18,10000
28967,True,10,13051,1,64,0.375000,14483,10000
1935,True,5,919,1,64,0.140625,967,10000
2227,True,3,235,1,64,0.171875,1113,10000
23,True,3,5,1,64,0.687500,11,10000
373685,True,1,35033,1,64,0.125000,186842,10000
93,True,1,35,1,64,0.687500,46,10000
639679,True,22,146057,1,64,0.078125,319839,10000
385,True,3,163,1,64,0.656250,192,10000
127333,True,1,23875,1,64,0.156250,63666,10000
10565,True,1,1981,1,64,0.359375,5282,10000
7991,True,6,2845,1,64,0.406250,3995,10000
865,True,14,31,1,64,0.125000,432,10000
6375,True,10,2873,1,64,0.125000,3187,10000
23063,True,3,4865,1,64,0.609375,11531,10000
9,True,6,1,1,64,0.687500,4,10000
6051,True,2,851,1,64,0.453125,3025,10000
463,True,7,31,1,64,0.187500,231,10000
257,True,3,109,1,64,0.265625,128,10000
20795,True,4,1645,1,64,0.140625,10397,10000
23,True,3,5,1,64,0.687500,11,10000
17949,True,1,6731,1,64,0.609375,8974,10000
114591,True,10,51625,1,64,0.078125,57295,10000
20223,True,12,5125,1,64,0.437500,10111,10000
5,True,1,1,1,64,0.734375,2,10000
9023,True,12,2287,1,64,0.062500,4511,10000
3295,True,7,55,1,64,0.167969,1647,10000
89413,True,1,16765,1,64,0.343750,44706,10000
327,True,13,125,1,64,0.156250,163,10000
8779,True,3,463,1,64,0.171875,4389,10000
303,True,8,61,1,64,0.609375,151,10000
2121,True,18,767,1,64,0.289062,1060,10000
101,True,1,19,1,64,0.656250,50,10000
28873,True,4,571,1,64,0.621094,14436,10000
603,True,14,173,1,64,0.531250,301,10000
183,True,28,61,1,64,0.328125,91,10000
167,True,18,61,1,64,0.453125,83,10000
2669,True,1,1001,1,64,0.101562,1334,10000
14067,True,3,5935,1,64,0.328125,7033,10000
975,True,12,31,1,64,0.109375,487,10000
864991,True,6,76975,1,64,0.078125,432495,10000
99677,True,1,37379,1,64,0.636719,49838,10000
157011,True,23,3361,1,64,0.292969,78505,10000
1093,True,1,205,1,64,0.640625,546,10000
261,True,1,49,1,64,0.656250,130,10000
1237,True,1,29,1,64,0.679688,618,10000
21,True,1,1,1,64,0.734375,10,10000
73,True,38,23,1,64,0.250000,36,10000
147,True,4,47,1,64,0.234375,73,10000
11,True,3,5,1,64,0.703125,5,10000
5,True,1,1,1,64,0.734375,2,10000
33185,True,5,15751,1,64,0.148438,16592,10000
176511,True,7,47123,1,64,0.367188,88255,10000
3321,True,5,1577,1,64,0.328125,1660,10000
1757,True,1,659,1,64,0.531250,878,10000
1941,True,1,91,1,64,0.328125,970,10000
66289,True,2,4661,1,64,0.265625,33144,10000
355,True,2,25,1,64,0.640625,177,10000
309,True,1,29,1,64,0.671875,154,10000
423,True,6,151,1,64,0.655273,211,10000
49,True,2,7,1,64,0.671875,24,10000
21345,True,12,2705,1,64,0.515625,10672,10000
217095,True,5,25759,1,64,0.515503,108547,10000
125,True,1,47,1,64,0.281250,62,10000
775,True,16,125,1,64,0.125000,387,10000
509,True,1,191,1,64,0.546875,254,10000
659,True,4,209,1,64,0.546875,329,10000
9,True,6,1,1,64,0.687500,4,10000
1217,True,3,257,1,64,0.250000,608,10000
1085,True,1,407,1,64,0.593750,542,10000
39,True,5,19,1,64,0.609375,19,10000
15,True,4,5,1,64,0.671875,7,10000
13,True,1,5,1,64,0.718750,6,10000
23,True,3,5,1,64,0.687500,11,10000
49,True,2,7,1,64,0.671875,24,10000
44235,True,3,9331,1,64,0.218750,22117,10000
2753,True,3,581,1,64,0.234375,1376,10000
164551,True,5,39049,1,64,0.498047,82275,10000
129839,True,8,51995,1,64,0.046875,64919,10000
832063,True,6,296179,1,64,0.074219,416031,10000
150865,True,2,42431,1,64,0.132812,75432,10000
3,True,2,1,1,64,0.718750,1,10000
13,True,1,5,1,64,0.718750,6,10000
17,True,2,5,1,64,0.718750,8,10000
60513,True,5,28721,1,64,0.156250,30256,10000
220055,True,3,23209,1,64,0.210938,110027,10000
6607,True,9,1985,1,64,0.484375,3303,10000
7,True,5,1,1,64,0.687500,3,10000
19,True,5,5,1,64,0.671875,9,10000
292727,True,4,92621,1,64,0.281250,146363,10000
24177,True,2,425,1,64,0.492188,12088,10000
542215,True,5,257341,1,64,0.545898,271107,10000
9057,True,8,907,1,64,0.453125,4528,10000
753799,True,4,238507,1,64,0.296875,376899,10000
39,True,5,19,1,64,0.609375,19,10000
13583,True,4,2149,1,64,0.624023,6791,10000
446203,True,14,15901,1,64,0.406250,223101,10000
7,True,5,1,1,64,0.687500,3,10000
1563,True,9,235,1,64,0.093750,781,10000
41581,True,1,15593,1,64,0.421875,20790,10000
29,True,1,11,1,64,0.687500,14,10000
33,True,4,11,1,64,0.671875,16,10000
220803,True,2,62101,1,64,0.109375,110401,10000
9,True,6,1,1,64,0.687500,4,10000
351251,True,5,41677,1,64,0.554688,175625,10000
35099,True,8,1757,1,64,0.435547,17549,10000
797,True,1,299,1,64,0.218750,398,10000
665497,True,3,280757,1,64,0.101562,332748,10000
152059,True,6,54127,1,64,0.453125,76029,10000
183,True,28,61,1,64,0.328125,91,10000
181,True,1,17,1,64,0.703125,90,10000
79,True,5,19,1,64,0.593750,39,10000
1591,True,17,767,1,64,0.289062,795,10000
127929,True,4,20239,1,64,0.445312,63964,10000
206201,True,22,94165,1,64,0.101562,103100,10000
4389,True,1,823,1,64,0.140625,2194,10000
395161,True,3,166709,1,64,0.585938,197580,10000
115087,True,5,27311,1,64,0.093750,57543,10000
89,True,3,19,1,64,0.640625,44,10000
9,True,6,1,1,64,0.687500,4,10000
574655,True,8,115061,1,64,0.421875,287327,10000
781,True,1,293,1,64,0.218750,390,10000
4205,True,1,1577,1,64,0.359375,2102,10000
29,True,1,11,1,64,0.687500,14,10000
11,True,3,5,1,64,0.703125,5,10000
94441,True,8,9455,1,64,0.093750,47220,10000
7789,True,1,2921,1,64,0.421875,3894,10000
829,True,1,311,1,64,0.343750,414,10000
1217,True,3,257,1,64,0.250000,608,10000
2847,True,15,1219,1,64,0.078125,1423,10000
1789,True,1,671,1,64,0.335938,894,10000
979,True,7,131,1,64,0.546875,489,10000
15,True,4,5,1,64,0.671875,7,10000
2567,True,5,1219,1,64,0.156250,1283,10000
1769,True,9,133,1,64,0.578125,884,10000
914205,True,1,342827,1,64,0.093750,457102,10000
5,True,1,1,1,64,0.734375,2,10000
73,True,38,23,1,64,0.250000,36,10000
5,True,1,1,1,64,0.734375,2,10000
1629,True,1,611,1,64,0.609375,814,10000
611639,True,20,62069,1,64,0.093750,305819,10000
101,True,1,19,1,64,0.656250,50,10000
184981,True,1,8671,1,64,0.460938,92490,10000
29,True,1,11,1,64,0.687500,14,10000
159,True,13,61,1,64,0.515625,79,10000
323,True,2,91,1,64,0.312500,161,10000
1423,True,5,169,1,64,0.468750,711,10000
56777,True,4,17965,1,64,0.093750,28388,10000
153949,True,1,57731,1,64,0.500000,76974,10000
135,True,4,43,1,64,0.609375,67,10000
67,True,2,19,1,64,0.640625,33,10000
63,True,35,23,1,64,0.250000,31,10000
6793,True,7,907,1,64,0.453125,3396,10000
141293,True,1,52985,1,64,0.296875,70646,10000
355,True,2,25,1,64,0.640625,177,10000
1217,True,3,257,1,64,0.250000,608,10000
135,True,4,43,1,64,0.609375,67,10000
13,True,1,5,1,64,0.718750,6,10000
785415,True,5,186383,1,64,0.480469,392707,10000
2195,True,4,695,1,64,0.140625,1097,10000
19647,True,16,3151,1,64,0.281250,9823,10000
923791,True,7,246623,1,64,0.414062,461895,10000
37,True,1,7,1,64,0.671875,18,10000
711605,True,1,66713,1,64,0.109375,355802,10000
401,True,2,113,1,64,0.730469,200,10000
283,True,15,61,1,64,0.484375,141,10000
318249,True,10,143375,1,64,0.296875,159124,10000
2435,True,2,685,1,64,0.218750,1217,10000
2135,True,3,901,1,64,0.484375,1067,10000
223,True,19,61,1,64,0.421875,111,10000
4395,True,4,1391,1,64,0.250000,2197,10000
45,True,1,17,1,64,0.703125,22,10000
3085,True,1,1157,1,64,0.625000,1542,10000
336203,True,3,35459,1,64,0.171875,168101,10000
29,True,1,11,1,64,0.687500,14,10000
37,True,1,7,1,64,0.671875,18,10000
269701,True,1,50569,1,64,0.171875,134850,10000
19,True,5,5,1,64,0.671875,9,10000
409,True,3,173,1,64,0.625000,204,10000
41899,True,6,14915,1,64,0.406250,20949,10000
51,True,3,11,1,64,0.656250,25,10000
218365,True,1,81887,1,64,0.421875,109182,10000
472009,True,4,149347,1,64,0.609375,236004,10000
17,True,2,5,1,64,0.718750,8,10000
52661,True,1,4937,1,64,0.171875,26330,10000
565,True,1,53,1,64,0.703125,282,10000
3587,True,2,1009,1,64,0.265625,1793,10000
3,True,2,1,1,64,0.718750,1,10000
15361,True,3,6481,1,64,0.046875,7680,10000
39851,True,6,7093,1,64,0.484375,19925,10000
197,True,1,37,1,64,0.656250,98,10000
15,True,4,5,1,64,0.671875,7,10000
69,True,1,13,1,64,0.703125,34,10000
431,True,5,205,1,64,0.593750,215,10000
21,True,1,1,1,64,0.734375,10,10000
359,True,11,61,1,64,0.546875,179,10000
32777,True,5,15557,1,64,0.562500,16388,10000
847971,True,2,59623,1,64,0.062500,423985,10000
25291,True,3,5335,1,64,0.574219,12645,10000
16749,True,1,6281,1,64,0.507812,8374,10000
259193,True,10,58385,1,64,0.062500,129596,10000
149,True,1,7,1,64,0.671875,74,10000
3,True,2,1,1,64,0.718750,1,10000
1225,True,4,97,1,64,0.203125,612,10000
33695,True,13,12809,1,64,0.107422,16847,10000
651,True,3,275,1,64,0.312500,325,10000
175,True,23,61,1,64,0.390625,87,10000
3,True,2,1,1,64,0.718750,1,10000
5,True,1,1,1,64,0.734375,2,10000
764451,True,2,107501,1,64,0.218750,382225,10000
1975,True,5,469,1,64,0.617188,987,10000
45713,True,2,12857,1,64,0.062500,22856,10000
8707,True,2,2449,1,64,0.203125,4353,10000
79,True,5,19,1,64,0.593750,39,10000
219663,True,4,69503,1,64,0.218750,109831,10000
515,True,2,145,1,64,0.234375,257,10000
4089,True,9,1229,1,64,0.562500,2044,10000
815,True,7,109,1,64,0.187500,407,10000
73,True,38,23,1,64,0.250000,36,10000
259,True,2,73,1,64,0.218750,129,10000
163,True,2,23,1,64,0.656250,81,10000
7,True,5,1,1,64,0.687500,3,10000
445,True,1,167,1,64,0.437500,222,10000
161683,True,4,25579,1,64,0.078125,80841,10000
557,True,1,209,1,64,0.593750,278,10000
250003,True,4,79103,1,64,0.272461,125001,10000
27,True,40,5,1,64,0.265625,13,10000
976801,True,5,28975,1,64,0.343750,488400,10000
19,True,5,5,1,64,0.671875,9,10000
265477,True,1,49777,1,64,0.660156,132738,10000
73995,True,3,31217,1,64,0.093750,36997,10000
27197,True,1,10199,1,64,0.281250,13598,10000
10567,True,11,3571,1,64,0.523438,5283,10000
5,True,1,1,1,64,0.734375,2,10000
307,True,3,65,1,64,0.625000,153,10000
49613,True,1,18605,1,64,0.654297,24806,10000
142529,True,3,30065,1,64,0.375000,71264,10000
448691,True,3,47323,1,64,0.421875,224345,10000
95,True,34,23,1,64,0.265625,47,10000
